id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,id,business_id,user_id,stars,date,useful,funny,cool,id,name,review_count,yelping_since,useful,funny,cool,fans,average_stars,compliment_hot,compliment_more,compliment_profile,compliment_cute,compliment_list,compliment_note,compliment_plain,compliment_cool,compliment_funny,compliment_writer,compliment_photos
w6zW6gIyg1sI5V6Wag_SYg,"Teppan Bento",Southeast,"467 E Silverado Ranch, Unit 125","Las Vegas",NV,89183,36.0125,-115.153,4.5,299,1,5A-s0tFr2dLWZUzLFlktzA,w6zW6gIyg1sI5V6Wag_SYg,bld_O1alDm9ps9A1ERuofQ,5,"2015-04-22 00:00:00",2,0,0,bld_O1alDm9ps9A1ERuofQ,"Sean And Tiara",8,"2013-04-02 00:00:00",1,0,0,0,4.5,0,0,0,0,0,0,1,0,0,0,0
78XbdLi5e42XDxgnxuYacg,"Ohjah Japanese Steakhouse Sushi & Hibachi Flamingo","Spring Valley","10144 W Flamingo Rd","Las Vegas",NV,89147,36.1154,-115.314,4.5,299,1,mcy9ed8BvhmeUKITT2B3Mg,78XbdLi5e42XDxgnxuYacg,BLQLxQjXoSK67t_C-TQEfw,5,"2014-11-08 00:00:00",2,0,2,BLQLxQjXoSK67t_C-TQEfw,Elizabeth,17,"2013-03-11 00:00:00",22,3,1,2,3.32,0,0,0,0,0,2,2,0,0,0,0
AoGCnRtwifZ2gTGHtg8KTw,"Tokyo Sushi House",Summerlin,"10040 W Cheyenne Ave, Ste 150","Las Vegas",NV,89129,36.2189,-115.314,3,298,0,Hhy5xQo1hXt-hg-rdUtXYw,AoGCnRtwifZ2gTGHtg8KTw,BM4DjBb7G9jOCGNcTXTTSQ,2,"2015-10-23 00:00:00",0,0,0,BM4DjBb7G9jOCGNcTXTTSQ,Cristina,12,"2015-08-13 00:00:00",1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0
W90h9VXUSdRz1_uJhweVPQ,Yusho,"The Strip","3770 Las Vegas Blvd S","Las Vegas",NV,89109,36.1045,-115.177,3,297,0,e9FnHPMhOTbLMm73bPvp0g,W90h9VXUSdRz1_uJhweVPQ,bmABHFcWpSlzqR7ACZD8AQ,4,"2014-07-08 00:00:00",1,1,1,bmABHFcWpSlzqR7ACZD8AQ,Ananya,103,"2013-08-10 00:00:00",18,11,13,3,4,0,0,1,0,0,2,0,2,2,1,0
Po0QGzgwFrfnGJEi_akCjA,"KG BBQ",Chinatown,"4355 Spring Mountain Rd, Ste 201","Las Vegas",NV,89102,36.1259,-115.198,3,299,1,XxUPtQM4p7ohN5JRDuNqbw,Po0QGzgwFrfnGJEi_akCjA,bmABHFcWpSlzqR7ACZD8AQ,3,"2014-07-08 00:00:00",2,1,1,bmABHFcWpSlzqR7ACZD8AQ,Ananya,103,"2013-08-10 00:00:00",18,11,13,3,4,0,0,1,0,0,2,0,2,2,1,0
pDSl9xdKJCdN4vu8z26cEA,"Coyote Ugly Saloon","The Strip","3790 Las Vegas Blvd S","Las Vegas",NV,89109,36.1015,-115.174,2.5,297,1,NdyvnCEvnRlwWAt83rXSJw,pDSl9xdKJCdN4vu8z26cEA,bmE5Yv3q5TF0wx6SmWgIUg,2,"2013-10-21 00:00:00",1,0,0,bmE5Yv3q5TF0wx6SmWgIUg,Scott,404,"2012-01-31 00:00:00",118,48,26,8,3.71,20,2,2,1,0,6,3,9,9,5,0
aS1qJzTGyluRT2tJ09Jbaw,"Magal BBQ",Chinatown,"4240 Spring Mountain Rd","Las Vegas",NV,89102,36.1268,-115.197,4.5,299,1,yjq1VWe5S8aBIHvL9cJuHQ,aS1qJzTGyluRT2tJ09Jbaw,BmHO9FiV5uaHpYW7wi4Y-g,3,"2016-08-05 00:00:00",0,0,0,BmHO9FiV5uaHpYW7wi4Y-g,Thomas,26,"2011-03-07 00:00:00",12,0,4,0,2.96,0,0,0,0,0,0,0,1,1,0,0
AoGCnRtwifZ2gTGHtg8KTw,"Tokyo Sushi House",Summerlin,"10040 W Cheyenne Ave, Ste 150","Las Vegas",NV,89129,36.2189,-115.314,3,298,0,1m_eVL6N491gBOoLvnHK3g,AoGCnRtwifZ2gTGHtg8KTw,bmmgelxV1eBpWmT32F3xhA,4,"2015-12-17 00:00:00",1,0,1,bmmgelxV1eBpWmT32F3xhA,Nicholas,9,"2015-12-17 00:00:00",3,0,0,0,2.82,0,0,0,0,0,0,0,0,0,0,0
Po0QGzgwFrfnGJEi_akCjA,"KG BBQ",Chinatown,"4355 Spring Mountain Rd, Ste 201","Las Vegas",NV,89102,36.1259,-115.198,3,299,1,odgeqPbqTRUhR8yYVS_oTQ,Po0QGzgwFrfnGJEi_akCjA,bMMxe3Qv1TnYJtCT0EDK3w,5,"2013-06-21 00:00:00",0,0,0,bMMxe3Qv1TnYJtCT0EDK3w,Jay,18,"2012-08-28 00:00:00",42,15,11,4,4,0,0,0,0,0,0,3,0,0,0,0
aS1qJzTGyluRT2tJ09Jbaw,"Magal BBQ",Chinatown,"4240 Spring Mountain Rd","Las Vegas",NV,89102,36.1268,-115.197,4.5,299,1,qZOMIC1SHH3Ik6K_W3dttg,aS1qJzTGyluRT2tJ09Jbaw,BNRrzpYWYyHTBMoRvtVExw,3,"2017-06-20 00:00:00",0,0,0,BNRrzpYWYyHTBMoRvtVExw,Brianna,4,"2015-07-27 00:00:00",0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0
pDSl9xdKJCdN4vu8z26cEA,"Coyote Ugly Saloon","The Strip","3790 Las Vegas Blvd S","Las Vegas",NV,89109,36.1015,-115.174,2.5,297,1,QZtqWYS4YjR3VL53Gl81nw,pDSl9xdKJCdN4vu8z26cEA,bo8-dxZgXE9oPLBzGhTmnA,1,"2017-10-18 00:00:00",2,1,0,bo8-dxZgXE9oPLBzGhTmnA,Rich,408,"2011-02-18 00:00:00",61,20,23,19,3.51,12,3,2,2,0,20,53,25,25,14,4
EZ4TljJvGenxrkM4JsqtZg,Sushi-ko,Northwest,"7101 W Craig Rd","Las Vegas",NV,89129,36.24,-115.25,3.5,297,1,ASb3klKy_Ic1aNe95CzUAA,EZ4TljJvGenxrkM4JsqtZg,Bo9t0rA22dOU34A7uNuFjQ,1,"2015-07-02 00:00:00",11,4,1,Bo9t0rA22dOU34A7uNuFjQ,Ardon,10,"2012-08-06 00:00:00",2,4,0,1,4.3,0,0,0,0,0,1,0,0,0,1,0
pDSl9xdKJCdN4vu8z26cEA,"Coyote Ugly Saloon","The Strip","3790 Las Vegas Blvd S","Las Vegas",NV,89109,36.1015,-115.174,2.5,297,1,FRGJgqC0bTgpsGxXHjh8cw,pDSl9xdKJCdN4vu8z26cEA,bOeZ8mHdIE3H_F1I7nGhUg,2,"2010-03-14 00:00:00",0,0,0,bOeZ8mHdIE3H_F1I7nGhUg,Theresa,11,"2010-03-06 00:00:00",0,0,0,3,3.91,0,0,0,0,0,0,1,0,0,1,0
uE1sIGWRJwpLPN858FRPRw,"Hershey's Chocolate World","The Strip","3790 Las Vegas Blvd S","Las Vegas",NV,89109,36.102,-115.174,3.5,299,1,OzxpugHSFeVbdqf3-lrLVQ,uE1sIGWRJwpLPN858FRPRw,BoIOpQv3u3P8_jMsEBxJ4Q,5,"2015-01-19 00:00:00",0,0,0,BoIOpQv3u3P8_jMsEBxJ4Q,Em,5,"2013-02-12 00:00:00",0,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0
AoGCnRtwifZ2gTGHtg8KTw,"Tokyo Sushi House",Summerlin,"10040 W Cheyenne Ave, Ste 150","Las Vegas",NV,89129,36.2189,-115.314,3,298,0,P8FuPpGnVcG8E6RIAmeJNg,AoGCnRtwifZ2gTGHtg8KTw,bOkZFUvYrTyoEAJX_fh3dA,3,"2012-10-14 00:00:00",0,0,0,bOkZFUvYrTyoEAJX_fh3dA,S,6,"2012-03-19 00:00:00",0,0,0,0,4.33,0,0,0,0,0,0,0,0,0,0,0
dZB5VuI4mCVRz8qQUwUgCg,"Krazy Sushi",Centennial,"7160 N Durango Dr, Ste 140","Las Vegas",NV,89149,36.2915,-115.287,3.5,300,1,58t--p6LybUBfZzu0u474g,dZB5VuI4mCVRz8qQUwUgCg,bOVks84IqfVzdh6Vx2LUeQ,3,"2013-04-17 00:00:00",1,0,1,bOVks84IqfVzdh6Vx2LUeQ,Jerry,63,"2013-02-07 00:00:00",74,20,30,2,4.24,1,0,0,0,0,1,17,1,1,0,0
AoGCnRtwifZ2gTGHtg8KTw,"Tokyo Sushi House",Summerlin,"10040 W Cheyenne Ave, Ste 150","Las Vegas",NV,89129,36.2189,-115.314,3,298,0,s_3aYsFe--TQ_PHcsVL_Gw,AoGCnRtwifZ2gTGHtg8KTw,BP652XN-JNMhMWzNgZHSRg,4,"2016-01-21 00:00:00",0,0,1,BP652XN-JNMhMWzNgZHSRg,Joey,30,"2012-08-04 00:00:00",35,27,21,0,4.33,0,0,0,0,0,0,0,0,0,0,0
uE1sIGWRJwpLPN858FRPRw,"Hershey's Chocolate World","The Strip","3790 Las Vegas Blvd S","Las Vegas",NV,89109,36.102,-115.174,3.5,299,1,AOGolwagZNGScOTylIJ0dA,uE1sIGWRJwpLPN858FRPRw,BpJygDyhzDf7Pw1Is_5zSA,4,"2017-04-30 00:00:00",2,0,1,BpJygDyhzDf7Pw1Is_5zSA,Lourdes,150,"2015-10-19 00:00:00",199,40,13,14,4.25,4,0,0,0,0,8,14,30,30,12,39
d6_UHGiMQb5_m8mi_tRc2Q,"Mermaid's Casino",Downtown,"32 Fremont St","Las Vegas",NV,89136,36.1715,-115.145,3.5,298,0,zqENI_ICZAHXm-zj8x5Q_w,d6_UHGiMQb5_m8mi_tRc2Q,BPpoGxyryCiVaLB0xusIGg,3,"2007-03-07 00:00:00",2,1,0,BPpoGxyryCiVaLB0xusIGg,Nathan,27,"2007-02-14 00:00:00",7,1,4,2,3.64,0,0,0,1,0,0,1,0,0,0,0
W90h9VXUSdRz1_uJhweVPQ,Yusho,"The Strip","3770 Las Vegas Blvd S","Las Vegas",NV,89109,36.1045,-115.177,3,297,0,KRpP7A_94NGRvqi4hNAt_Q,W90h9VXUSdRz1_uJhweVPQ,BQ8Fp5DfTzQRCjM9ToiFNg,1,"2016-02-17 00:00:00",0,0,0,BQ8Fp5DfTzQRCjM9ToiFNg,Lindsay,15,"2011-12-14 00:00:00",5,1,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0
fTtkz2RhWNAp6jKiIzXf_A,"Capriotti's Sandwich Shop","The Strip","322 W. Sahara","Las Vegas",NV,89102,36.1441,-115.161,4,296,1,05p-cpSjbx-bEcvqGwhUtA,fTtkz2RhWNAp6jKiIzXf_A,BqbmLC9CgThBKGc-aNaeqA,4,"2013-10-27 00:00:00",0,0,0,BqbmLC9CgThBKGc-aNaeqA,Mindy,121,"2009-12-03 00:00:00",22,4,10,3,4.53,1,1,0,0,0,0,2,1,1,3,0
AoGCnRtwifZ2gTGHtg8KTw,"Tokyo Sushi House",Summerlin,"10040 W Cheyenne Ave, Ste 150","Las Vegas",NV,89129,36.2189,-115.314,3,298,0,cjIMr26JL2v36L0RX9h-vg,AoGCnRtwifZ2gTGHtg8KTw,BqdIH1jP4uJ6GdpepSBwnw,5,"2016-04-02 00:00:00",0,0,0,BqdIH1jP4uJ6GdpepSBwnw,Christine,2,"2016-02-23 00:00:00",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
d6_UHGiMQb5_m8mi_tRc2Q,"Mermaid's Casino",Downtown,"32 Fremont St","Las Vegas",NV,89136,36.1715,-115.145,3.5,298,0,7C5j5UfB6T2eP8ptyZr6dg,d6_UHGiMQb5_m8mi_tRc2Q,BQFRRP3Du-ZWgn9hZgiJhA,3,"2008-09-17 00:00:00",2,3,2,BQFRRP3Du-ZWgn9hZgiJhA,Lance,300,"2007-04-21 00:00:00",335,324,333,85,3.48,229,17,10,11,6,96,171,276,276,41,18
uE1sIGWRJwpLPN858FRPRw,"Hershey's Chocolate World","The Strip","3790 Las Vegas Blvd S","Las Vegas",NV,89109,36.102,-115.174,3.5,299,1,a0aT_-Z2DIJiMUajgJDNEg,uE1sIGWRJwpLPN858FRPRw,BQkC6RneYfvfG6wRe0hsvQ,4,"2015-02-26 00:00:00",1,2,1,BQkC6RneYfvfG6wRe0hsvQ,Louisa,1059,"2007-07-17 00:00:00",20581,4894,9209,105,3.52,122,25,13,2,2,62,361,218,218,75,89
AoGCnRtwifZ2gTGHtg8KTw,"Tokyo Sushi House",Summerlin,"10040 W Cheyenne Ave, Ste 150","Las Vegas",NV,89129,36.2189,-115.314,3,298,0,E1xHqtDqzY8U5-pvM6xQOg,AoGCnRtwifZ2gTGHtg8KTw,bQKz18TPCxvi_UJmFwdgjA,3,"2013-10-03 00:00:00",3,0,0,bQKz18TPCxvi_UJmFwdgjA,Megan,7,"2011-01-09 00:00:00",0,0,0,0,3.86,0,0,0,0,0,0,0,1,1,0,0
Po0QGzgwFrfnGJEi_akCjA,"KG BBQ",Chinatown,"4355 Spring Mountain Rd, Ste 201","Las Vegas",NV,89102,36.1259,-115.198,3,299,1,F5nN-Kq_nuzWZrlF8JlcTA,Po0QGzgwFrfnGJEi_akCjA,BqqmGUrZxPFzxZgfo9xE-A,4,"2017-01-04 00:00:00",2,0,1,BqqmGUrZxPFzxZgfo9xE-A,Michelle,5,"2014-09-09 00:00:00",0,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0
AoGCnRtwifZ2gTGHtg8KTw,"Tokyo Sushi House",Summerlin,"10040 W Cheyenne Ave, Ste 150","Las Vegas",NV,89129,36.2189,-115.314,3,298,0,dNsJAk8hQ3WhaM5UT39deg,AoGCnRtwifZ2gTGHtg8KTw,BQTkE8YgjrgUbfDIUPQ3ig,3,"2017-01-29 00:00:00",0,0,0,BQTkE8YgjrgUbfDIUPQ3ig,Amber,8,"2016-06-03 00:00:00",0,0,0,0,3.88,0,0,0,0,0,0,0,0,0,0,0
AoGCnRtwifZ2gTGHtg8KTw,"Tokyo Sushi House",Summerlin,"10040 W Cheyenne Ave, Ste 150","Las Vegas",NV,89129,36.2189,-115.314,3,298,0,oQlqycMyrpnm7QBNNm8OBA,AoGCnRtwifZ2gTGHtg8KTw,bRgg9Ybo0b9IydUaLDd9Mg,1,"2016-04-04 00:00:00",4,0,0,bRgg9Ybo0b9IydUaLDd9Mg,Amanda,7,"2015-02-22 00:00:00",0,0,0,0,4.14,0,0,0,0,0,0,1,0,0,0,0
SzzrUeJGnl_LQAJXMK8wQw,"Omoide Noodles & Bowls",Southwest,"7745 S Rainbow Blvd","Las Vegas",NV,89139,36.0477,-115.244,3.5,295,1,zk-nn_XepOVb1enuQtpzDA,SzzrUeJGnl_LQAJXMK8wQw,Brw7-A1E96XZl5fV9WoQqg,4,"2017-07-24 00:00:00",1,0,0,Brw7-A1E96XZl5fV9WoQqg,Adam,56,"2017-04-13 00:00:00",0,0,0,1,4.19,1,0,0,0,0,1,0,1,1,0,1
oH6QAuoTLFaX97oqqpLTMg,"Familia Pizzeria",Southwest,"8090 S Durango Dr","Las Vegas",NV,89113,36.0425,-115.278,4,300,1,-bnJm4507cXu04gGxb4XGA,oH6QAuoTLFaX97oqqpLTMg,bRzr5YuEIncFzG6_vYSwcw,4,"2015-11-23 00:00:00",2,0,0,bRzr5YuEIncFzG6_vYSwcw,Charlene,101,"2013-03-01 00:00:00",901,813,775,17,4.14,22,0,2,0,0,15,14,42,42,12,12
d6_UHGiMQb5_m8mi_tRc2Q,"Mermaid's Casino",Downtown,"32 Fremont St","Las Vegas",NV,89136,36.1715,-115.145,3.5,298,0,OA4NlIw9_Sru8uRRqgOyFQ,d6_UHGiMQb5_m8mi_tRc2Q,BS2HGkGRexl3YnO-UGY_Gg,4,"2010-12-06 00:00:00",0,0,0,BS2HGkGRexl3YnO-UGY_Gg,Jordan,42,"2010-12-05 00:00:00",6,1,0,0,4.13,0,0,0,0,0,0,0,0,0,0,0
oH6QAuoTLFaX97oqqpLTMg,"Familia Pizzeria",Southwest,"8090 S Durango Dr","Las Vegas",NV,89113,36.0425,-115.278,4,300,1,HRHljcECEwLucW1ZJzVZ7A,oH6QAuoTLFaX97oqqpLTMg,bTLEyQtdIdMmJS0sE1LxIg,4,"2016-08-21 00:00:00",1,0,0,bTLEyQtdIdMmJS0sE1LxIg,Alex,12,"2007-07-11 00:00:00",4,4,4,1,4.31,0,1,0,0,0,0,0,0,0,0,0
SzzrUeJGnl_LQAJXMK8wQw,"Omoide Noodles & Bowls",Southwest,"7745 S Rainbow Blvd","Las Vegas",NV,89139,36.0477,-115.244,3.5,295,1,Nj3qpDBOD5u83qWrtr5Qxw,SzzrUeJGnl_LQAJXMK8wQw,bu3qhZXlxkWir0EzC2txBQ,4,"2015-05-19 00:00:00",0,0,0,bu3qhZXlxkWir0EzC2txBQ,Kari,128,"2011-01-06 00:00:00",77,5,93,13,3.57,6,2,0,0,0,10,12,19,19,2,5
cNx3qzQ55JXpjZEt4lc7Tg,"Recess Italian Ice & Desserts","Spring Valley","5035 S Fort Apache Rd, Ste 104","Las Vegas",NV,89148,36.0977,-115.298,4,300,1,YhodlTmwTC8_PqPv6Xg3BQ,cNx3qzQ55JXpjZEt4lc7Tg,BUcI9HUM-JEZZnJmXJKvpg,5,"2016-10-15 00:00:00",0,0,0,BUcI9HUM-JEZZnJmXJKvpg,Barbi,37,"2014-10-13 00:00:00",28,2,1,0,3.54,0,0,0,0,0,0,0,0,0,0,0
w6zW6gIyg1sI5V6Wag_SYg,"Teppan Bento",Southeast,"467 E Silverado Ranch, Unit 125","Las Vegas",NV,89183,36.0125,-115.153,4.5,299,1,GSp97RWMGjO64q44EDYTdA,w6zW6gIyg1sI5V6Wag_SYg,BUjpI83v8TYcGaJyFTpOwQ,5,"2015-12-04 00:00:00",0,0,0,BUjpI83v8TYcGaJyFTpOwQ,Sarah,10,"2012-06-23 00:00:00",0,0,0,1,4.42,0,0,0,0,0,0,0,0,0,0,0
d6_UHGiMQb5_m8mi_tRc2Q,"Mermaid's Casino",Downtown,"32 Fremont St","Las Vegas",NV,89136,36.1715,-115.145,3.5,298,0,HrSR2OrH290eWK-gtz60nA,d6_UHGiMQb5_m8mi_tRc2Q,bULBMkGqXU2xjFuPL-3JgQ,4,"2012-01-28 00:00:00",1,0,0,bULBMkGqXU2xjFuPL-3JgQ,Ram,467,"2010-08-05 00:00:00",273,83,12,14,4.27,4,2,1,1,0,3,9,12,12,3,0
W90h9VXUSdRz1_uJhweVPQ,Yusho,"The Strip","3770 Las Vegas Blvd S","Las Vegas",NV,89109,36.1045,-115.177,3,297,0,Om_6x95wLyLJsDlQm7Vr5Q,W90h9VXUSdRz1_uJhweVPQ,BuvVIU73gKd8aSx3kS4c_A,3,"2015-12-04 00:00:00",0,0,0,BuvVIU73gKd8aSx3kS4c_A,Thuy,24,"2011-03-22 00:00:00",16,1,0,0,3.42,0,0,0,0,0,0,0,0,0,0,0
cNx3qzQ55JXpjZEt4lc7Tg,"Recess Italian Ice & Desserts","Spring Valley","5035 S Fort Apache Rd, Ste 104","Las Vegas",NV,89148,36.0977,-115.298,4,300,1,YmKtjXAJRFQl7gW-715bgQ,cNx3qzQ55JXpjZEt4lc7Tg,bV7-Wtuu_TsE2Z9nEZNXpg,4,"2017-12-01 00:00:00",2,0,1,bV7-Wtuu_TsE2Z9nEZNXpg,Sophia,756,"2010-11-05 00:00:00",120,39,13,54,3.41,35,14,6,8,0,32,52,70,70,38,2
fTtkz2RhWNAp6jKiIzXf_A,"Capriotti's Sandwich Shop","The Strip","322 W. Sahara","Las Vegas",NV,89102,36.1441,-115.161,4,296,1,tNNAE_1ug2JN792EQxeeFQ,fTtkz2RhWNAp6jKiIzXf_A,BVd4an8GlezPjavFnz4urQ,3,"2012-05-04 00:00:00",1,0,0,BVd4an8GlezPjavFnz4urQ,Douglas,78,"2010-05-25 00:00:00",33,6,13,4,3.12,1,0,0,0,1,7,7,2,2,2,1
pDSl9xdKJCdN4vu8z26cEA,"Coyote Ugly Saloon","The Strip","3790 Las Vegas Blvd S","Las Vegas",NV,89109,36.1015,-115.174,2.5,297,1,lK9AGdHhQHk59CKHE4NWiw,pDSl9xdKJCdN4vu8z26cEA,bVDC3_ba7RxN-DFSDiKn2Q,5,"2016-07-18 00:00:00",1,0,0,bVDC3_ba7RxN-DFSDiKn2Q,David,17,"2012-12-27 00:00:00",25,0,22,0,4.76,0,0,0,0,0,0,0,0,0,0,0
AoGCnRtwifZ2gTGHtg8KTw,"Tokyo Sushi House",Summerlin,"10040 W Cheyenne Ave, Ste 150","Las Vegas",NV,89129,36.2189,-115.314,3,298,0,qzEXTkWFDeNlWdSg6iIShQ,AoGCnRtwifZ2gTGHtg8KTw,bvPS4vrfiO7ZZ4KAo8KBTw,1,"2016-04-10 00:00:00",1,0,1,bvPS4vrfiO7ZZ4KAo8KBTw,Imafood,136,"2008-06-14 00:00:00",38,13,0,1,3.73,0,0,0,0,0,1,3,0,0,0,1
SzzrUeJGnl_LQAJXMK8wQw,"Omoide Noodles & Bowls",Southwest,"7745 S Rainbow Blvd","Las Vegas",NV,89139,36.0477,-115.244,3.5,295,1,6mpkoQJHs1dsHQ6htucuAw,SzzrUeJGnl_LQAJXMK8wQw,bVyq60um-FhhwLuP6HnJNA,1,"2017-03-22 00:00:00",0,1,0,bVyq60um-FhhwLuP6HnJNA,Qing,3,"2016-02-15 00:00:00",1,0,0,0,3.67,0,0,0,0,0,0,0,0,0,0,0
oH6QAuoTLFaX97oqqpLTMg,"Familia Pizzeria",Southwest,"8090 S Durango Dr","Las Vegas",NV,89113,36.0425,-115.278,4,300,1,K7rEWpxXgUHTW61NM1B7-Q,oH6QAuoTLFaX97oqqpLTMg,bvzwsK8u5i0Kvvyfy7aT1Q,5,"2017-08-24 00:00:00",1,0,0,bvzwsK8u5i0Kvvyfy7aT1Q,Caitlin,142,"2016-09-29 00:00:00",23,8,25,3,3.8,4,4,0,0,0,3,4,8,8,5,3
cNx3qzQ55JXpjZEt4lc7Tg,"Recess Italian Ice & Desserts","Spring Valley","5035 S Fort Apache Rd, Ste 104","Las Vegas",NV,89148,36.0977,-115.298,4,300,1,KAohCi1Frn98g3XOPsQd_g,cNx3qzQ55JXpjZEt4lc7Tg,bvzwsK8u5i0Kvvyfy7aT1Q,5,"2017-07-05 00:00:00",0,0,0,bvzwsK8u5i0Kvvyfy7aT1Q,Caitlin,142,"2016-09-29 00:00:00",23,8,25,3,3.8,4,4,0,0,0,3,4,8,8,5,3
dZB5VuI4mCVRz8qQUwUgCg,"Krazy Sushi",Centennial,"7160 N Durango Dr, Ste 140","Las Vegas",NV,89149,36.2915,-115.287,3.5,300,1,oQyMzhW5t2fCgTwjBfB7OA,dZB5VuI4mCVRz8qQUwUgCg,BvZ_u2z-qILTXPtVNblklQ,4,"2013-04-08 00:00:00",3,0,2,BvZ_u2z-qILTXPtVNblklQ,Dee,55,"2012-03-26 00:00:00",58,7,13,0,3.46,1,0,0,0,0,0,3,0,0,0,0
Po0QGzgwFrfnGJEi_akCjA,"KG BBQ",Chinatown,"4355 Spring Mountain Rd, Ste 201","Las Vegas",NV,89102,36.1259,-115.198,3,299,1,aUbKrs70vsl4DkxM0c2Nqg,Po0QGzgwFrfnGJEi_akCjA,Bw26ihKHeQL4RReRaZzjkg,2,"2015-04-08 00:00:00",0,0,0,Bw26ihKHeQL4RReRaZzjkg,Phil,9,"2012-10-29 00:00:00",14,3,0,1,2.11,0,0,0,0,0,0,0,0,0,0,0
dZB5VuI4mCVRz8qQUwUgCg,"Krazy Sushi",Centennial,"7160 N Durango Dr, Ste 140","Las Vegas",NV,89149,36.2915,-115.287,3.5,300,1,ifS-YIU3slTOG2ybzj5O4A,dZB5VuI4mCVRz8qQUwUgCg,bW2AQqcSPascYvKXsF0S-g,1,"2011-01-08 00:00:00",4,6,4,bW2AQqcSPascYvKXsF0S-g,Michelle,179,"2008-08-03 00:00:00",137,148,33,33,4.08,64,7,2,3,3,36,69,81,81,68,15
SzzrUeJGnl_LQAJXMK8wQw,"Omoide Noodles & Bowls",Southwest,"7745 S Rainbow Blvd","Las Vegas",NV,89139,36.0477,-115.244,3.5,295,1,lWv_Lzm0h_uuNFnBoMOVAg,SzzrUeJGnl_LQAJXMK8wQw,bw7svEB2wItKKMdIynFdRg,4,"2015-09-23 00:00:00",0,0,0,bw7svEB2wItKKMdIynFdRg,Liz,7,"2015-07-15 00:00:00",1,0,1,0,3.67,0,0,0,0,0,1,1,0,0,0,0
SzzrUeJGnl_LQAJXMK8wQw,"Omoide Noodles & Bowls",Southwest,"7745 S Rainbow Blvd","Las Vegas",NV,89139,36.0477,-115.244,3.5,295,1,xiDsuwm0t_r_tmOyKpetAQ,SzzrUeJGnl_LQAJXMK8wQw,Bw9Xlh7M84gY1kBfPZFUxQ,3,"2015-10-02 00:00:00",1,0,0,Bw9Xlh7M84gY1kBfPZFUxQ,Aesha,27,"2014-05-13 00:00:00",6,2,1,1,3.24,1,0,0,0,0,1,0,1,1,0,1
AoGCnRtwifZ2gTGHtg8KTw,"Tokyo Sushi House",Summerlin,"10040 W Cheyenne Ave, Ste 150","Las Vegas",NV,89129,36.2189,-115.314,3,298,0,HDRWlsRfNYo2t2vR-IZXnQ,AoGCnRtwifZ2gTGHtg8KTw,bwcUMtYn7iBpio4j0cFtDA,5,"2017-10-26 00:00:00",0,0,0,bwcUMtYn7iBpio4j0cFtDA,Jen,70,"2014-01-11 00:00:00",362,2,4,6,3.46,3,0,0,0,0,3,14,6,6,0,1
EZ4TljJvGenxrkM4JsqtZg,Sushi-ko,Northwest,"7101 W Craig Rd","Las Vegas",NV,89129,36.24,-115.25,3.5,297,1,9HEV8Dhi1-3R5KvCh_UP6A,EZ4TljJvGenxrkM4JsqtZg,BwD3qjfXOuyWwJFzkOM_eg,5,"2017-09-18 00:00:00",0,0,0,BwD3qjfXOuyWwJFzkOM_eg,Jessica,7,"2015-03-16 00:00:00",4,0,0,0,3.86,0,0,0,0,0,0,0,0,0,0,0
EZ4TljJvGenxrkM4JsqtZg,Sushi-ko,Northwest,"7101 W Craig Rd","Las Vegas",NV,89129,36.24,-115.25,3.5,297,1,Uq5Kh7nd7NAXw5WkyGYSgQ,EZ4TljJvGenxrkM4JsqtZg,BwN5A59HdR0THGoIjcw7aA,5,"2017-11-03 00:00:00",0,0,0,BwN5A59HdR0THGoIjcw7aA,Rxa,15,"2010-11-03 00:00:00",2,1,0,1,4.53,0,0,0,1,0,0,0,2,2,0,1
oH6QAuoTLFaX97oqqpLTMg,"Familia Pizzeria",Southwest,"8090 S Durango Dr","Las Vegas",NV,89113,36.0425,-115.278,4,300,1,HGs7SDoQP884WB-jEnpjGg,oH6QAuoTLFaX97oqqpLTMg,bx5hb16PeDYXUxV0Afm1jQ,5,"2010-10-13 00:00:00",0,0,0,bx5hb16PeDYXUxV0Afm1jQ,Matthew,3,"2010-10-13 00:00:00",0,0,0,0,3.67,0,0,0,0,0,0,0,0,0,0,0
w6zW6gIyg1sI5V6Wag_SYg,"Teppan Bento",Southeast,"467 E Silverado Ranch, Unit 125","Las Vegas",NV,89183,36.0125,-115.153,4.5,299,1,IIolyvMnO6QX37QwQDegMA,w6zW6gIyg1sI5V6Wag_SYg,BxIU6yhM5RSaUhml8GEyPg,5,"2016-01-10 00:00:00",0,0,0,BxIU6yhM5RSaUhml8GEyPg,C,55,"2010-08-03 00:00:00",11,0,4,1,4.11,1,0,0,0,0,0,3,2,2,0,0
